trip_id,trip_date,pickup_hour,vehicle_type,zone,trip_distance_km,trip_duration_min,passenger_count,base_fare,tip_amount,total_fare,payment_type,weather,traffic_level,delay_minutes,is_delayed
TRIP-04208,2024-03-30,7,Taxi,Airport,11.63,59.4,3,63.82,2.2,66.02,Mobile,Fog,High,4.7,0
TRIP-04209,2024-04-24,16,Bus,Downtown,11.0,41.5,18,12.22,0.88,13.1,Cash,Clear,Low,0.3,0
TRIP-04210,2024-04-15,18,Taxi,Industrial,2.44,8.0,3,10.77,2.25,13.02,Card,Heat,Low,0.7,0
TRIP-04211,2024-11-01,17,Metro,Coastal,19.97,91.3,2,17.46,0.5,17.96,Mobile,Fog,Medium,7.9,1
TRIP-04212,2024-11-05,11,Bus,Airport,20.59,112.2,19,30.12,4.47,34.59,Card,Clear,High,0.7,0
TRIP-04213,2024-04-14,15,Bus,Downtown,8.19,29.4,43,10.33,1.69,12.02,Cash,Heat,Low,2.7,0
TRIP-04214,2024-02-06,18,Taxi,Downtown,7.48,18.0,3,35.35,1.38,36.73,Card,Clear,Medium,3.1,0
TRIP-04215,2024-08-23,19,Bus,Downtown,14.52,60.5,21,17.4,2.88,20.29,Card,Clear,Medium,0.8,0
TRIP-04216,2024-06-04,21,Taxi,Industrial,8.27,26.9,1,30.11,3.53,33.64,Card,Heat,Low,3.6,0
TRIP-04217,2024-05-17,9,Metro,Coastal,19.06,50.8,5,19.45,3.63,23.08,Mobile,Heat,Medium,2.1,0
TRIP-04218,2024-10-14,16,Taxi,Coastal,10.8,33.5,1,45.68,3.56,49.24,Card,Rain,Medium,6.5,1
TRIP-04219,2024-07-30,0,RideShare,Industrial,15.97,42.0,2,47.85,3.59,51.45,Card,Heat,Low,2.9,0
TRIP-04220,2024-01-14,2,Metro,Downtown,15.44,69.6,4,14.03,1.49,15.51,Cash,Clear,Medium,0.7,0
TRIP-04221,2024-08-20,18,Taxi,Coastal,3.11,10.5,2,13.16,1.26,14.42,Card,Clear,Low,3.0,0
TRIP-04222,2024-07-10,15,Taxi,Airport,12.01,28.1,3,69.94,0.05,69.99,Card,Clear,Medium,0.3,0
TRIP-04223,2024-02-11,16,Taxi,Airport,11.38,65.9,1,66.01,1.33,67.34,Mobile,Clear,High,2.7,0
TRIP-04224,2024-01-08,14,Taxi,Suburb,5.03,31.3,3,18.87,2.63,21.5,Mobile,Rain,High,6.2,1
TRIP-04225,2024-02-08,23,Taxi,Downtown,8.78,31.1,1,41.76,2.24,44.0,Card,Clear,Medium,0.2,0
TRIP-04226,2024-07-09,3,RideShare,Industrial,3.33,16.6,2,13.37,1.51,14.87,Mobile,Rain,Medium,9.6,1
TRIP-04227,2024-12-30,0,Metro,Coastal,6.46,27.1,5,4.24,0.89,5.13,Cash,Clear,Medium,2.2,0
TRIP-04228,2024-10-09,11,Taxi,Industrial,11.45,40.2,2,39.89,0.72,40.61,Card,Clear,Medium,1.8,0
TRIP-04229,2024-10-24,4,Bus,Industrial,25.54,108.8,35,23.47,0.54,24.02,Mobile,Rain,Low,5.9,1
TRIP-04230,2024-09-06,6,Taxi,Airport,2.2,5.0,2,13.02,1.61,14.63,Card,Clear,Medium,0.9,0
TRIP-04231,2024-12-06,16,RideShare,Downtown,4.28,15.5,1,17.72,1.55,19.27,Mobile,Rain,Low,3.1,0
TRIP-04232,2024-01-17,17,Taxi,Industrial,5.1,19.4,3,16.62,3.67,20.29,Card,Fog,Medium,15.1,1
TRIP-04233,2024-01-04,5,Metro,Suburb,15.89,51.2,2,13.14,1.94,15.08,Mobile,Rain,Medium,6.3,1
TRIP-04234,2024-03-08,1,Metro,Coastal,10.5,37.5,2,11.19,4.19,15.38,Card,Heat,Medium,15.6,1
TRIP-04235,2024-10-18,11,Taxi,Downtown,7.16,24.2,3,31.23,0.47,31.7,Cash,Heat,Medium,2.6,0
TRIP-04236,2024-02-10,2,Taxi,Airport,5.75,15.4,1,32.84,4.03,36.87,Card,Clear,Medium,1.5,0
TRIP-04237,2024-01-21,4,Bus,Airport,19.81,109.4,32,28.5,2.86,31.36,Mobile,Rain,Medium,6.0,1
TRIP-04238,2024-06-01,13,RideShare,Suburb,13.64,43.0,1,42.04,1.79,43.83,Card,Clear,High,0.6,0
TRIP-04239,2024-05-17,3,Bus,Industrial,19.58,85.7,33,19.78,2.92,22.69,Card,Clear,Medium,1.3,0
TRIP-04240,2024-07-14,18,Metro,Coastal,11.63,50.1,4,11.68,0.61,12.3,Cash,Rain,Low,6.8,1
TRIP-04241,2024-06-20,11,Metro,Downtown,15.15,56.3,1,13.65,0.28,13.94,Cash,Rain,High,6.3,1
TRIP-04242,2024-04-21,16,RideShare,Suburb,8.45,28.2,3,28.76,0.5,29.26,Cash,Fog,Low,6.5,1
TRIP-04243,2024-08-05,19,Bus,Downtown,9.78,38.4,31,15.02,0.71,15.72,Mobile,Rain,Low,5.5,1
TRIP-04244,2024-08-31,19,Bus,Downtown,11.39,32.0,11,13.94,0.46,14.4,Card,Fog,Low,9.4,1
TRIP-04245,2024-03-20,22,Metro,Airport,9.94,47.2,1,10.01,1.98,11.99,Card,Rain,Medium,7.3,1
TRIP-04246,2024-01-12,6,Taxi,Suburb,7.47,23.3,1,27.8,0.35,28.16,Card,Clear,Medium,6.0,1
TRIP-04247,2024-01-02,14,RideShare,Suburb,4.98,12.8,2,13.22,2.16,15.38,Card,Clear,Medium,0.7,0
TRIP-04248,2024-02-10,12,Taxi,Airport,14.71,79.4,3,83.24,4.81,88.06,Card,Clear,High,3.7,0
TRIP-04249,2024-06-11,1,Taxi,Suburb,10.83,35.5,1,40.36,0.02,40.38,Cash,Rain,Medium,7.1,1
TRIP-04250,2024-02-01,17,RideShare,Industrial,8.59,24.1,2,27.46,2.94,30.39,Card,Clear,Low,0.4,0
TRIP-04251,2024-01-24,3,Taxi,Downtown,15.14,50.4,1,69.06,2.51,71.57,Card,Clear,Medium,0.2,0
TRIP-04252,2024-08-04,4,Taxi,Airport,8.02,26.7,2,46.84,1.09,47.93,Card,Clear,Medium,11.1,1
TRIP-04253,2024-10-28,16,Taxi,Industrial,6.29,30.8,1,21.24,0.54,21.78,Card,Rain,Medium,17.6,1
TRIP-04254,2024-01-14,9,Bus,Industrial,21.19,82.3,16,19.63,0.97,20.6,Cash,Clear,Medium,2.6,0
TRIP-04255,2024-01-11,18,RideShare,Industrial,8.89,39.3,3,25.11,3.65,28.75,Mobile,Clear,Medium,0.2,0
TRIP-04256,2024-04-01,12,Taxi,Downtown,10.95,46.0,3,48.97,0.4,49.38,Mobile,Clear,Medium,0.8,0
TRIP-04257,2024-10-09,9,Taxi,Suburb,10.21,47.3,1,39.77,0.85,40.61,Cash,Clear,Medium,3.1,0
TRIP-04258,2024-12-25,23,Bus,Coastal,13.23,55.5,6,16.89,2.64,19.53,Card,Clear,High,14.5,1
TRIP-04259,2024-06-15,13,RideShare,Airport,12.95,45.3,3,61.96,1.78,63.74,Card,Heat,Low,0.5,0
TRIP-04260,2024-04-20,22,Taxi,Airport,11.99,47.4,3,68.75,2.56,71.3,Mobile,Clear,Low,4.5,0
TRIP-04261,2024-01-16,4,RideShare,Coastal,5.86,25.3,1,23.31,3.72,27.02,Card,Clear,Medium,5.2,1
TRIP-04262,2024-03-31,0,RideShare,Downtown,11.3,75.6,3,43.16,4.45,47.62,Card,Rain,High,18.1,1
TRIP-04263,2024-05-02,5,Taxi,Industrial,14.28,54.5,1,51.66,3.16,54.82,Card,Rain,Medium,4.9,0
TRIP-04264,2024-07-20,8,RideShare,Coastal,14.67,50.8,1,55.45,0.12,55.58,Cash,Clear,Medium,2.4,0
TRIP-04265,2024-01-11,10,Metro,Downtown,13.31,43.2,4,13.7,3.98,17.68,Card,Clear,High,1.6,0
TRIP-04266,2024-01-03,14,Bus,Industrial,11.12,31.0,43,10.21,2.95,13.17,Card,Heat,Medium,2.4,0
TRIP-04267,2024-01-29,22,Bus,Suburb,19.32,67.9,14,15.93,2.39,18.33,Mobile,Heat,Medium,3.2,0
TRIP-04268,2024-02-22,19,RideShare,Coastal,11.85,35.7,2,45.05,1.59,46.64,Mobile,Clear,Medium,0.1,0
TRIP-04269,2024-07-01,11,Metro,Coastal,11.6,37.7,2,10.71,2.31,13.02,Card,Rain,Medium,2.2,0
TRIP-04270,2024-10-22,22,Metro,Coastal,6.14,15.9,4,5.3,2.55,7.86,Card,Clear,Medium,1.4,0
TRIP-04271,2024-05-11,20,RideShare,Downtown,14.56,81.7,2,55.18,1.16,56.34,Mobile,Clear,High,12.9,1
TRIP-04272,2024-03-23,1,Bus,Industrial,15.62,60.6,36,16.11,3.27,19.37,Mobile,Clear,Low,3.5,0
TRIP-04273,2024-11-30,3,RideShare,Coastal,7.19,25.9,2,27.22,1.59,28.81,Mobile,Rain,Low,4.6,0
TRIP-04274,2024-02-24,23,RideShare,Suburb,2.76,12.0,2,5.9,3.98,9.89,Mobile,Clear,Medium,1.5,0
TRIP-04275,2024-07-20,21,Taxi,Suburb,2.23,10.2,3,10.45,1.15,11.61,Card,Clear,Medium,1.0,0
TRIP-04276,2024-01-31,14,Taxi,Downtown,3.42,8.9,3,16.44,3.14,19.57,Card,Clear,Medium,2.4,0
TRIP-04277,2024-08-18,17,Bus,Coastal,8.08,47.5,30,10.71,2.24,12.95,Card,Clear,High,1.0,0
TRIP-04278,2024-06-12,5,RideShare,Downtown,7.62,17.3,1,29.72,0.27,29.99,Cash,Clear,Medium,2.3,0
TRIP-04279,2024-09-14,19,Taxi,Airport,8.56,28.8,3,48.51,3.9,52.41,Card,Clear,High,1.3,0
TRIP-04280,2024-11-24,19,Metro,Coastal,11.35,38.4,5,12.32,2.7,15.02,Card,Rain,Low,7.4,1
TRIP-04281,2024-11-30,10,Taxi,Coastal,12.96,46.0,2,57.81,3.16,60.97,Card,Clear,Low,0.5,0
TRIP-04282,2024-04-07,1,Bus,Coastal,7.45,25.9,41,8.39,1.37,9.76,Cash,Clear,Medium,0.8,0
TRIP-04283,2024-01-02,10,Metro,Suburb,11.34,50.4,4,8.23,3.13,11.36,Card,Fog,High,6.8,1
TRIP-04284,2024-07-13,17,Taxi,Downtown,15.96,55.2,1,69.89,0.44,70.33,Card,Clear,Low,1.2,0
TRIP-04285,2024-03-15,12,RideShare,Suburb,9.61,38.6,2,32.52,1.43,33.95,Card,Clear,Low,6.1,1
TRIP-04286,2024-10-05,23,Taxi,Downtown,2.73,12.2,3,14.04,0.69,14.73,Cash,Heat,Medium,2.0,0
TRIP-04287,2024-10-27,2,RideShare,Coastal,5.24,17.9,2,20.94,3.99,24.93,Card,Rain,Medium,5.7,1
TRIP-04288,2024-02-06,23,Taxi,Suburb,7.28,33.1,3,29.22,0.93,30.15,Cash,Clear,Medium,0.4,0
TRIP-04289,2024-01-03,11,RideShare,Airport,5.67,24.5,2,26.16,3.67,29.82,Card,Clear,High,7.5,1
TRIP-04290,2024-08-21,0,Metro,Downtown,10.42,42.6,5,9.8,1.14,10.94,Card,Clear,Low,1.0,0
TRIP-04291,2024-01-25,14,Taxi,Airport,8.9,22.0,3,49.73,1.79,51.52,Mobile,Clear,Medium,0.4,0
TRIP-04292,2024-01-27,10,Taxi,Coastal,8.19,35.8,2,33.16,1.94,35.1,Card,Heat,Low,3.8,0
TRIP-04293,2024-11-03,11,Taxi,Industrial,17.73,57.0,2,62.41,1.49,63.91,Card,Rain,Low,5.3,1
TRIP-04294,2024-04-01,6,Bus,Downtown,10.86,36.3,13,13.39,0.76,14.15,Mobile,Clear,Medium,0.1,0
TRIP-04295,2024-10-10,8,RideShare,Downtown,13.1,57.4,3,53.46,3.42,56.88,Card,Clear,Medium,1.9,0
TRIP-04296,2024-10-07,19,Bus,Airport,15.25,60.9,41,23.42,3.96,27.38,Mobile,Clear,Medium,0.8,0
TRIP-04297,2024-07-02,13,Bus,Downtown,7.03,25.6,40,7.56,1.38,8.95,Cash,Clear,Medium,0.3,0
TRIP-04298,2024-03-07,22,Bus,Coastal,12.87,68.9,7,16.29,4.76,21.05,Card,Clear,High,3.6,0
TRIP-04299,2024-01-12,5,Bus,Suburb,22.66,72.5,14,22.9,1.05,23.94,Cash,Clear,Low,1.4,0
TRIP-04300,2024-12-30,13,Metro,Downtown,14.76,35.2,1,12.17,3.07,15.24,Card,Heat,Medium,4.4,0
TRIP-04301,2024-07-14,4,Bus,Industrial,18.47,72.7,43,17.59,2.78,20.37,Mobile,Rain,Medium,6.5,1
TRIP-04302,2024-06-09,2,Metro,Airport,13.65,48.7,4,17.81,2.84,20.65,Card,Heat,Low,0.6,0
TRIP-04303,2024-09-04,10,RideShare,Downtown,6.77,18.1,3,27.66,0.73,28.4,Card,Heat,Medium,0.8,0
TRIP-04304,2024-04-29,19,Bus,Suburb,4.57,12.0,31,2.8,4.58,7.38,Card,Heat,Low,2.8,0
TRIP-04305,2024-01-12,15,Taxi,Downtown,15.46,40.9,2,70.07,2.88,72.95,Mobile,Heat,Low,2.1,0
TRIP-04306,2024-06-02,7,Taxi,Suburb,5.9,19.2,2,25.47,4.78,30.25,Card,Clear,Low,2.6,0
TRIP-04307,2024-05-29,0,Bus,Industrial,27.96,70.1,42,24.84,3.69,28.52,Card,Clear,Low,0.1,0
TRIP-04308,2024-01-31,18,Taxi,Coastal,7.37,27.8,2,32.64,0.44,33.09,Mobile,Clear,High,1.2,0
TRIP-04309,2024-05-19,14,RideShare,Airport,6.94,35.6,3,30.01,0.27,30.28,Card,Rain,High,1.8,0
TRIP-04310,2024-02-14,1,Metro,Suburb,8.05,39.3,1,8.54,2.21,10.75,Card,Rain,Medium,9.2,1
TRIP-04311,2024-09-19,17,Bus,Downtown,6.2,18.1,17,8.74,0.95,9.69,Cash,Clear,Medium,0.1,0
TRIP-04312,2024-05-17,7,Metro,Suburb,13.32,61.6,5,13.43,1.38,14.82,Cash,Fog,High,3.4,0
TRIP-04313,2024-03-14,0,Taxi,Downtown,18.6,78.3,3,84.43,1.76,86.18,Mobile,Fog,Medium,6.0,1
TRIP-04314,2024-10-06,21,RideShare,Suburb,21.95,78.7,1,73.0,0.31,73.3,Card,Rain,Medium,5.4,1
TRIP-04315,2024-04-19,2,Taxi,Downtown,4.42,21.0,2,18.93,2.36,21.29,Mobile,Clear,Medium,5.7,1
TRIP-04316,2024-01-01,3,Metro,Coastal,9.86,57.2,3,11.7,1.46,13.16,Cash,Clear,High,2.0,0
TRIP-04317,2024-04-20,20,RideShare,Coastal,16.1,70.0,2,57.3,4.9,62.2,Card,Clear,High,11.4,1
TRIP-04318,2024-02-25,21,Metro,Airport,8.03,18.1,5,11.37,3.28,14.66,Card,Clear,Low,0.6,0
TRIP-04319,2024-09-11,5,RideShare,Industrial,11.97,38.1,1,36.75,4.04,40.79,Card,Rain,Medium,4.9,0
TRIP-04320,2024-02-13,21,Bus,Downtown,10.01,38.2,44,13.19,3.88,17.07,Card,Clear,Low,0.9,0
TRIP-04321,2024-03-07,9,RideShare,Industrial,5.71,17.4,3,18.37,3.61,21.98,Card,Clear,Low,0.8,0
TRIP-04322,2024-06-15,5,Bus,Downtown,25.35,68.6,35,31.41,0.54,31.95,Card,Clear,Medium,0.3,0
TRIP-04323,2024-08-14,21,Metro,Downtown,21.82,96.0,5,25.31,1.54,26.85,Mobile,Rain,Medium,7.5,1
TRIP-04324,2024-06-01,8,Taxi,Suburb,11.81,41.1,1,47.47,3.77,51.23,Card,Clear,Low,1.5,0
TRIP-04325,2024-11-15,8,Taxi,Suburb,5.66,18.2,3,22.32,4.47,26.78,Card,Heat,Medium,2.3,0
TRIP-04326,2024-08-15,5,Bus,Suburb,13.81,35.5,28,14.05,0.82,14.87,Card,Clear,Medium,2.7,0
TRIP-04327,2024-12-21,13,Taxi,Suburb,5.49,19.0,1,23.06,0.0,23.07,Card,Heat,Low,1.2,0
TRIP-04328,2024-04-29,21,Metro,Downtown,12.2,60.4,2,14.49,0.44,14.93,Cash,Clear,High,13.1,1
TRIP-04329,2024-07-11,19,RideShare,Downtown,10.6,35.9,1,42.23,3.02,45.25,Mobile,Clear,Medium,1.2,0
TRIP-04330,2024-03-05,22,RideShare,Suburb,12.83,63.6,2,41.73,1.96,43.69,Cash,Heat,Medium,3.1,0
TRIP-04331,2024-12-30,13,Taxi,Suburb,8.28,26.0,1,29.93,4.96,34.89,Card,Rain,Low,5.5,1
TRIP-04332,2024-08-23,0,RideShare,Downtown,21.55,117.3,3,85.88,3.73,89.62,Card,Rain,High,6.0,1
TRIP-04333,2024-08-10,16,Taxi,Airport,8.72,52.1,1,49.84,1.18,51.02,Cash,Rain,High,4.6,0
TRIP-04334,2024-09-05,19,Bus,Suburb,21.11,75.9,27,22.46,1.45,23.91,Cash,Clear,Low,0.5,0
TRIP-04335,2024-12-04,1,RideShare,Suburb,14.45,76.2,2,49.61,1.71,51.32,Cash,Fog,Medium,8.4,1
TRIP-04336,2024-07-31,19,Taxi,Industrial,4.02,15.1,3,16.3,1.32,17.62,Cash,Clear,High,1.5,0
TRIP-04337,2024-10-12,5,Taxi,Airport,8.2,39.4,1,48.18,0.06,48.24,Card,Fog,Low,7.6,1
TRIP-04338,2024-08-17,8,Taxi,Suburb,4.65,12.0,1,17.31,2.31,19.62,Mobile,Heat,Medium,0.4,0
TRIP-04339,2024-06-05,13,Bus,Suburb,9.88,33.2,28,9.26,0.55,9.81,Card,Heat,High,0.3,0
TRIP-04340,2024-05-22,21,RideShare,Airport,14.09,72.3,1,69.69,2.79,72.47,Card,Rain,Medium,11.8,1
TRIP-04341,2024-09-25,19,Taxi,Downtown,9.39,44.4,3,44.33,3.02,47.34,Card,Rain,High,10.9,1
TRIP-04342,2024-02-22,13,Taxi,Downtown,5.38,20.7,2,26.01,3.53,29.54,Card,Clear,Low,3.4,0
TRIP-04343,2024-03-13,6,Bus,Industrial,20.17,114.7,6,17.48,1.47,18.94,Card,Clear,High,8.2,1
TRIP-04344,2024-12-08,10,Taxi,Downtown,1.45,8.1,3,5.31,4.74,10.05,Card,Heat,High,1.8,0
TRIP-04345,2024-02-11,8,Metro,Suburb,13.02,36.8,4,9.85,0.07,9.92,Card,Rain,Low,5.2,1
TRIP-04346,2024-02-04,4,RideShare,Suburb,6.4,21.2,3,21.89,1.6,23.49,Card,Clear,Medium,6.0,1
TRIP-04347,2024-11-23,9,Metro,Airport,8.83,45.6,3,10.8,1.18,11.99,Cash,Fog,Medium,10.4,1
TRIP-04348,2024-10-17,2,RideShare,Industrial,1.33,4.4,2,6.43,0.85,7.27,Mobile,Clear,High,1.2,0
TRIP-04349,2024-11-20,14,Bus,Suburb,10.47,39.8,5,8.91,1.92,10.84,Mobile,Fog,Low,8.3,1
TRIP-04350,2024-06-19,23,RideShare,Downtown,12.0,37.4,3,46.09,2.24,48.32,Mobile,Fog,Medium,6.1,1
TRIP-04351,2024-09-20,2,Taxi,Industrial,12.34,41.1,2,43.77,1.63,45.41,Cash,Clear,High,4.0,0
TRIP-04352,2024-07-10,7,Taxi,Suburb,4.34,14.5,3,15.64,0.3,15.94,Mobile,Clear,Medium,1.3,0
TRIP-04353,2024-11-19,22,Metro,Airport,13.91,48.1,1,15.72,4.13,19.85,Card,Rain,Medium,6.7,1
TRIP-04354,2024-04-02,13,Taxi,Industrial,6.94,30.1,2,24.94,0.82,25.76,Cash,Clear,Medium,0.9,0
TRIP-04355,2024-11-10,12,RideShare,Suburb,6.4,31.5,2,20.94,2.27,23.21,Mobile,Heat,High,4.3,0
TRIP-04356,2024-10-29,5,Metro,Airport,13.59,50.5,3,14.64,2.6,17.24,Mobile,Clear,Low,0.8,0
TRIP-04357,2024-11-25,1,RideShare,Coastal,10.63,56.2,2,39.31,0.54,39.86,Cash,Clear,High,2.3,0
TRIP-04358,2024-10-27,0,Taxi,Suburb,15.45,72.2,2,59.49,1.26,60.74,Mobile,Clear,Medium,1.8,0
TRIP-04359,2024-02-26,1,Bus,Suburb,6.28,29.3,27,5.83,0.79,6.62,Cash,Fog,High,8.1,1
TRIP-04360,2024-09-05,5,Metro,Downtown,8.39,36.8,1,7.09,1.12,8.22,Card,Rain,Low,4.5,0
TRIP-04361,2024-10-03,5,Taxi,Downtown,7.72,24.9,1,35.13,0.23,35.35,Cash,Fog,Medium,5.1,1
TRIP-04362,2024-04-19,18,Bus,Airport,9.28,58.4,40,11.95,0.73,12.68,Cash,Heat,High,1.9,0
TRIP-04363,2024-06-29,7,Metro,Suburb,16.77,116.4,5,16.26,2.78,19.04,Mobile,Rain,High,2.2,0
TRIP-04364,2024-04-22,12,RideShare,Suburb,12.22,47.6,3,40.93,0.11,41.04,Card,Clear,Low,0.0,0
TRIP-04365,2024-03-06,20,Metro,Industrial,10.78,32.7,3,11.94,2.2,14.14,Card,Clear,Medium,10.5,1
TRIP-04366,2024-09-10,21,Taxi,Downtown,3.78,9.2,3,17.62,3.39,21.01,Mobile,Heat,Low,0.3,0
TRIP-04367,2024-10-03,22,Bus,Industrial,11.02,43.6,36,9.78,3.36,13.14,Mobile,Clear,Low,0.4,0
TRIP-04368,2024-01-08,14,Bus,Industrial,3.27,12.8,9,2.0,3.01,5.01,Mobile,Heat,Medium,0.7,0
TRIP-04369,2024-05-10,2,Taxi,Industrial,4.66,22.2,3,17.33,0.6,17.93,Mobile,Heat,High,9.3,1
TRIP-04370,2024-12-29,19,Bus,Industrial,8.18,30.8,42,6.98,2.18,9.16,Mobile,Rain,Medium,4.2,0
TRIP-04371,2024-01-20,5,Taxi,Coastal,13.22,33.7,3,56.86,4.5,61.36,Card,Rain,Low,3.3,0
TRIP-04372,2024-01-18,17,Taxi,Downtown,6.11,22.4,1,30.23,2.14,32.37,Card,Heat,Low,4.4,0
TRIP-04373,2024-06-10,19,Bus,Suburb,10.87,46.4,21,10.82,3.13,13.95,Mobile,Fog,Medium,9.9,1
TRIP-04374,2024-06-21,1,Taxi,Coastal,14.4,70.1,1,63.91,1.32,65.23,Cash,Rain,Low,3.7,0
TRIP-04375,2024-05-04,12,Bus,Suburb,13.78,73.6,17,13.97,1.72,15.69,Cash,Clear,High,3.4,0
TRIP-04376,2024-11-01,9,Taxi,Downtown,8.67,36.8,1,40.68,2.51,43.19,Card,Clear,Low,0.2,0
TRIP-04377,2024-05-01,22,Metro,Coastal,10.62,24.5,2,7.41,1.39,8.8,Card,Clear,Low,4.8,0
TRIP-04378,2024-08-03,12,Taxi,Downtown,15.21,63.5,1,68.55,3.79,72.34,Card,Heat,Medium,0.6,0
TRIP-04379,2024-02-02,14,RideShare,Airport,10.4,46.5,3,53.3,2.04,55.34,Mobile,Rain,Low,4.0,0
TRIP-04380,2024-06-11,14,Taxi,Downtown,5.2,23.6,3,23.93,2.14,26.07,Card,Fog,Medium,12.9,1
TRIP-04381,2024-02-13,20,Bus,Suburb,2.09,7.9,23,2.68,3.57,6.25,Card,Clear,Medium,3.9,0
TRIP-04382,2024-05-11,19,Taxi,Airport,9.7,23.9,1,56.19,2.3,58.49,Card,Heat,Low,2.1,0
TRIP-04383,2024-04-27,14,Taxi,Suburb,8.09,24.6,3,30.02,0.22,30.23,Card,Clear,Medium,3.7,0
TRIP-04384,2024-03-17,11,Bus,Coastal,11.91,52.7,16,12.15,0.48,12.63,Cash,Rain,Medium,1.7,0
TRIP-04385,2024-08-17,3,RideShare,Suburb,6.74,23.1,2,19.79,1.12,20.91,Cash,Clear,Medium,1.2,0
TRIP-04386,2024-10-07,14,RideShare,Suburb,11.63,48.8,3,36.17,2.61,38.77,Card,Heat,Low,1.1,0
TRIP-04387,2024-08-21,8,Taxi,Coastal,4.68,22.7,2,19.6,0.73,20.33,Card,Rain,Medium,3.4,0
TRIP-04388,2024-09-10,20,Taxi,Industrial,8.44,30.3,3,28.97,2.57,31.55,Card,Clear,Medium,1.0,0
TRIP-04389,2024-09-21,1,Metro,Downtown,6.38,21.8,5,4.38,1.3,5.68,Card,Clear,Low,0.4,0
TRIP-04390,2024-10-30,2,Bus,Downtown,22.12,77.8,30,28.14,0.56,28.7,Cash,Clear,Low,0.7,0
TRIP-04391,2024-02-19,18,Taxi,Suburb,2.23,7.8,2,10.62,2.33,12.95,Card,Clear,Low,0.6,0
TRIP-04392,2024-10-06,5,Metro,Industrial,8.17,29.5,4,4.85,3.92,8.77,Card,Clear,Low,1.3,0
TRIP-04393,2024-02-22,14,Bus,Suburb,12.73,40.0,26,10.03,2.86,12.89,Card,Clear,Low,0.4,0
TRIP-04394,2024-02-15,14,Metro,Downtown,4.99,17.0,2,5.03,3.76,8.79,Mobile,Clear,High,3.0,0
TRIP-04395,2024-08-30,8,Bus,Industrial,9.72,45.5,30,11.36,2.32,13.68,Card,Clear,Medium,0.7,0
TRIP-04396,2024-01-06,10,Bus,Suburb,12.35,31.8,25,10.23,2.89,13.12,Card,Rain,Medium,9.2,1
TRIP-04397,2024-03-20,6,Taxi,Suburb,13.41,27.1,1,48.73,2.41,51.15,Card,Clear,Low,2.6,0
TRIP-04398,2024-03-11,19,Metro,Coastal,10.35,43.2,3,6.23,0.82,7.05,Cash,Clear,Low,2.7,0
TRIP-04399,2024-12-19,12,Taxi,Industrial,8.85,43.7,1,31.99,0.66,32.64,Cash,Heat,High,0.3,0
TRIP-04400,2024-01-08,10,Metro,Suburb,10.63,46.0,3,7.11,1.75,8.86,Card,Clear,Medium,3.5,0
TRIP-04401,2024-07-18,21,Metro,Suburb,18.21,90.6,1,16.07,1.87,17.95,Cash,Rain,High,11.3,1
TRIP-04402,2024-11-16,23,Metro,Suburb,10.29,32.3,2,9.42,0.45,9.87,Card,Heat,Low,2.1,0
TRIP-04403,2024-12-05,6,Taxi,Suburb,6.11,26.6,3,25.32,3.02,28.34,Mobile,Fog,Low,3.6,0
TRIP-04404,2024-05-07,10,Taxi,Suburb,6.78,23.9,3,27.27,4.36,31.63,Card,Clear,Medium,1.7,0
TRIP-04405,2024-02-13,1,Bus,Industrial,10.92,49.6,25,7.83,2.49,10.33,Mobile,Clear,Medium,0.3,0
TRIP-04406,2024-12-10,2,Bus,Suburb,21.01,90.7,41,20.38,1.59,21.97,Mobile,Fog,Low,6.9,1
TRIP-04407,2024-04-08,4,RideShare,Suburb,10.36,44.4,1,35.27,3.07,38.34,Card,Fog,Medium,4.7,0
TRIP-04408,2024-02-17,11,Bus,Downtown,5.08,19.9,36,4.1,2.97,7.06,Card,Clear,Low,4.7,0
TRIP-04409,2024-03-26,11,RideShare,Industrial,11.18,62.8,1,33.65,1.74,35.39,Card,Rain,High,3.5,0
TRIP-04410,2024-08-30,18,Taxi,Suburb,8.72,36.8,3,33.05,2.85,35.9,Card,Heat,High,3.6,0
TRIP-04411,2024-04-26,12,Bus,Airport,13.69,41.3,27,20.25,1.29,21.54,Card,Fog,Medium,9.1,1
TRIP-04412,2024-01-31,1,Taxi,Airport,4.32,13.4,1,24.93,0.12,25.05,Cash,Clear,Medium,1.5,0
TRIP-04413,2024-10-08,4,Metro,Downtown,8.91,46.3,2,7.8,1.76,9.56,Cash,Clear,High,1.8,0
TRIP-04414,2024-09-13,9,Taxi,Coastal,10.28,48.9,3,43.93,1.3,45.23,Mobile,Clear,Medium,0.1,0
TRIP-04415,2024-05-27,14,Taxi,Coastal,6.55,36.6,2,29.58,0.93,30.51,Cash,Clear,High,3.2,0
TRIP-04416,2024-01-07,10,Metro,Suburb,13.11,57.4,4,10.35,2.98,13.33,Card,Rain,Medium,10.0,1
TRIP-04417,2024-08-17,13,Bus,Airport,16.78,61.8,36,28.09,3.22,31.31,Mobile,Clear,High,0.6,0
TRIP-04418,2024-02-01,22,Taxi,Industrial,5.57,20.3,3,18.24,1.87,20.11,Card,Clear,Low,4.9,0
TRIP-04419,2024-02-19,13,Taxi,Suburb,11.03,39.3,1,41.6,1.41,43.01,Card,Clear,Medium,4.1,0
